phase,vehicle,startTime,moves,rewardsCollected,obstaclesHit,routeTaken,actions,lastValidKeyTime,hits,endTime,totalTime,sessionId,prolificId,studyId,trial,vehicleType,vehicleSize,vehicleColor,plan_seq,plan_rt_ms,raw_input_seq,translated_seq,valid_generalization,correctness_generalization,correctHL,correctLL,generalized_correctness_topdown,generalized_correctness_leftright,bias_second_order_valid,bias_second_order_correct,type_generalization,optimalRoute,dangerous_vehicle,worry,somatic_anxiety
1,,,,4,0,"[""left"",""down"",""down"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,9378,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,10,big_car,big,#2ca02c,,,,,,,,,,,,,,"[""left"",""down"",""down"",""right""]",pickup_truck,16,15
1,,,,4,0,"[""down"",""left"",""left"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,10586,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,11,small_car,small,#FF99CC,,,,,,,,,,,,,,"[""down"",""left"",""left"",""up""]",pickup_truck,16,15
1,,,,4,0,"[""down"",""down"",""right"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,12601,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,12,small_car,small,#FF99CC,,,,,,,,,,,,,,"[""down"",""right"",""down"",""left""]",pickup_truck,16,15
1,,,,4,0,"[""left"",""down"",""right"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,12178,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,13,pickup_truck,medium,#FF99CC,,,,,,,,,,,,,,"[""left"",""down"",""right"",""right""]",pickup_truck,16,15
1,,,,4,0,"[""up"",""right"",""right"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,7862,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,14,truck,medium,#FF5733,,,,,,,,,,,,,,"[""up"",""right"",""right"",""up""]",pickup_truck,16,15
1,,,,4,0,"[""left"",""up"",""up"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,12850,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,15,small_car,small,#ebeb5e,,,,,,,,,,,,,,"[""left"",""up"",""up"",""right""]",pickup_truck,16,15
1,,,,4,0,"[""down"",""down"",""left"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,7979,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,16,small_car,small,#FF5733,,,,,,,,,,,,,,"[""down"",""down"",""left"",""left""]",pickup_truck,16,15
1,,,,4,0,"[""up"",""left"",""down"",""down""]",,,"[""reward"",""reward"",""reward"",""reward""]",,9406,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,17,big_car,big,#ebeb5e,,,,,,,,,,,,,,"[""up"",""left"",""down"",""down""]",pickup_truck,16,15
1,,,,4,0,"[""up"",""left"",""up"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,13870,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,18,pickup_truck,medium,#822cd1,,,,,,,,,,,,,,"[""up"",""left"",""up"",""left""]",pickup_truck,16,15
1,,,,4,0,"[""right"",""down"",""left"",""down""]",,,"[""reward"",""reward"",""reward"",""reward""]",,11760,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,19,truck,medium,#FF99CC,,,,,,,,,,,,,,"[""right"",""down"",""left"",""down""]",pickup_truck,16,15
1,,,,4,0,"[""left"",""left"",""down"",""down""]",,,"[""reward"",""reward"",""reward"",""reward""]",,10624,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,20,big_car,big,#ebeb5e,,,,,,,,,,,,,,"[""left"",""left"",""down"",""down""]",pickup_truck,16,15
1,,,,4,0,"[""down"",""down"",""right"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,6155,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,21,truck,medium,#2ca02c,,,,,,,,,,,,,,"[""down"",""down"",""right"",""right""]",pickup_truck,16,15
1,,,,4,0,"[""right"",""down"",""down"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,10181,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,22,truck,medium,#ebeb5e,,,,,,,,,,,,,,"[""right"",""down"",""down"",""left""]",pickup_truck,16,15
1,,,,4,0,"[""right"",""down"",""down"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,9480,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,23,small_car,small,#FF99CC,,,,,,,,,,,,,,"[""right"",""down"",""down"",""right""]",pickup_truck,16,15
1,,,,4,0,"[""left"",""down"",""down"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,8184,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,24,small_car,small,#ebeb5e,,,,,,,,,,,,,,"[""left"",""down"",""down"",""left""]",pickup_truck,16,15
1,,,,4,0,"[""down"",""right"",""down"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,12160,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,25,big_car,big,#FF99CC,,,,,,,,,,,,,,"[""down"",""right"",""down"",""right""]",pickup_truck,16,15
1,,,,4,0,"[""right"",""down"",""left"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,9946,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,26,pickup_truck,medium,#ebeb5e,,,,,,,,,,,,,,"[""right"",""down"",""left"",""left""]",pickup_truck,16,15
1,,,,4,0,"[""down"",""right"",""up"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,12034,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,27,pickup_truck,medium,#2ca02c,,,,,,,,,,,,,,"[""down"",""right"",""up"",""right""]",pickup_truck,16,15
1,,,,4,0,"[""left"",""left"",""up"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,10159,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,28,big_car,big,#FF99CC,,,,,,,,,,,,,,"[""left"",""left"",""up"",""up""]",pickup_truck,16,15
1,,,,4,0,"[""left"",""down"",""down"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,12937,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,29,big_car,big,#822cd1,,,,,,,,,,,,,,"[""left"",""down"",""down"",""right""]",pickup_truck,16,15
1,,,,4,0,"[""up"",""left"",""down"",""down""]",,,"[""reward"",""reward"",""reward"",""reward""]",,10141,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,30,pickup_truck,medium,#FF5733,,,,,,,,,,,,,,"[""up"",""left"",""down"",""down""]",pickup_truck,16,15
1,,,,4,0,"[""right"",""down"",""down"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,12012,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,31,truck,medium,#FF99CC,,,,,,,,,,,,,,"[""right"",""down"",""down"",""left""]",pickup_truck,16,15
1,,,,4,0,"[""left"",""down"",""down"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,11445,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,32,truck,medium,#822cd1,,,,,,,,,,,,,,"[""left"",""down"",""down"",""right""]",pickup_truck,16,15
1,,,,4,0,"[""up"",""right"",""down"",""down""]",,,"[""reward"",""reward"",""reward"",""reward""]",,9638,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,33,pickup_truck,medium,#FF5733,,,,,,,,,,,,,,"[""up"",""right"",""down"",""down""]",pickup_truck,16,15
1,,,,4,0,"[""up"",""up"",""right"",""down""]",,,"[""reward"",""reward"",""reward"",""reward""]",,10542,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,34,pickup_truck,medium,#ebeb5e,,,,,,,,,,,,,,"[""up"",""up"",""right"",""down""]",pickup_truck,16,15
1,,,,4,0,"[""right"",""down"",""left"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,10805,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,35,truck,medium,#2ca02c,,,,,,,,,,,,,,"[""right"",""down"",""left"",""left""]",pickup_truck,16,15
1,,,,4,0,"[""right"",""down"",""left"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,7550,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,36,big_car,big,#ebeb5e,,,,,,,,,,,,,,"[""right"",""down"",""left"",""left""]",pickup_truck,16,15
1,,,,4,0,"[""up"",""left"",""left"",""down""]",,,"[""reward"",""reward"",""reward"",""reward""]",,15391,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,37,pickup_truck,medium,#FF99CC,,,,,,,,,,,,,,"[""up"",""left"",""left"",""down""]",pickup_truck,16,15
1,,,,4,0,"[""left"",""left"",""up"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,8822,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,38,small_car,small,#822cd1,,,,,,,,,,,,,,"[""left"",""left"",""up"",""up""]",pickup_truck,16,15
1,,,,4,0,"[""right"",""right"",""down"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,10283,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,39,pickup_truck,medium,#2ca02c,,,,,,,,,,,,,,"[""right"",""right"",""down"",""left""]",pickup_truck,16,15
1,,,,4,0,"[""right"",""right"",""down"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,10108,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,40,pickup_truck,medium,#FF5733,,,,,,,,,,,,,,"[""right"",""down"",""right"",""up""]",pickup_truck,16,15
1,,,,4,0,"[""up"",""up"",""right"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,6920,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,41,big_car,big,#FF5733,,,,,,,,,,,,,,"[""up"",""up"",""right"",""right""]",pickup_truck,16,15
1,,,,4,0,"[""down"",""down"",""right"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,16489,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,42,big_car,big,#FF99CC,,,,,,,,,,,,,,"[""down"",""right"",""down"",""left""]",pickup_truck,16,15
1,,,,4,0,"[""right"",""up"",""up"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,9967,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,43,big_car,big,#822cd1,,,,,,,,,,,,,,"[""right"",""up"",""up"",""left""]",pickup_truck,16,15
1,,,,4,0,"[""up"",""left"",""down"",""down""]",,,"[""reward"",""reward"",""reward"",""reward""]",,9692,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,44,big_car,big,#FF5733,,,,,,,,,,,,,,"[""up"",""left"",""down"",""down""]",pickup_truck,16,15
1,,,,4,0,"[""right"",""up"",""left"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,9871,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,45,truck,medium,#FF5733,,,,,,,,,,,,,,"[""right"",""up"",""left"",""left""]",pickup_truck,16,15
1,,,,4,0,"[""up"",""up"",""right"",""down""]",,,"[""reward"",""reward"",""reward"",""reward""]",,34904,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,46,truck,medium,#FF5733,,,,,,,,,,,,,,"[""up"",""right"",""up"",""left""]",pickup_truck,16,15
1,,,,4,0,"[""left"",""left"",""up"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,14148,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,47,pickup_truck,medium,#FF99CC,,,,,,,,,,,,,,"[""left"",""left"",""up"",""up""]",pickup_truck,16,15
1,,,,4,0,"[""right"",""up"",""up"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,13278,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,48,pickup_truck,medium,#2ca02c,,,,,,,,,,,,,,"[""right"",""up"",""up"",""left""]",pickup_truck,16,15
1,,,,4,0,"[""down"",""left"",""left"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,9874,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,49,small_car,small,#2ca02c,,,,,,,,,,,,,,"[""down"",""left"",""left"",""up""]",pickup_truck,16,15
1,,,,4,0,"[""down"",""down"",""right"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,13819,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,50,truck,medium,#2ca02c,,,,,,,,,,,,,,"[""down"",""down"",""right"",""up""]",pickup_truck,16,15
1,,,,4,0,"[""down"",""down"",""right"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,7673,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,51,big_car,big,#822cd1,,,,,,,,,,,,,,"[""down"",""down"",""right"",""up""]",pickup_truck,16,15
1,,,,4,0,"[""right"",""up"",""left"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,13689,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,52,pickup_truck,medium,#822cd1,,,,,,,,,,,,,,"[""right"",""up"",""left"",""left""]",pickup_truck,16,15
1,,,,4,0,"[""right"",""right"",""up"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,9137,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,53,big_car,big,#2ca02c,,,,,,,,,,,,,,"[""right"",""up"",""right"",""down""]",pickup_truck,16,15
1,,,,4,0,"[""left"",""left"",""down"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,9145,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,54,truck,medium,#822cd1,,,,,,,,,,,,,,"[""left"",""down"",""left"",""up""]",pickup_truck,16,15
1,,,,4,0,"[""up"",""right"",""up"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,9199,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,55,truck,medium,#ebeb5e,,,,,,,,,,,,,,"[""up"",""right"",""up"",""right""]",pickup_truck,16,15
1,,,,4,0,"[""right"",""up"",""left"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,9882,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,56,pickup_truck,medium,#ebeb5e,,,,,,,,,,,,,,"[""right"",""up"",""left"",""left""]",pickup_truck,16,15
1,,,,4,0,"[""down"",""left"",""up"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,11910,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,57,truck,medium,#822cd1,,,,,,,,,,,,,,"[""down"",""left"",""up"",""left""]",pickup_truck,16,15
1,,,,4,0,"[""up"",""up"",""right"",""down""]",,,"[""reward"",""reward"",""reward"",""reward""]",,8947,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,58,small_car,small,#2ca02c,,,,,,,,,,,,,,"[""up"",""up"",""right"",""down""]",pickup_truck,16,15
1,,,,4,0,"[""down"",""left"",""up"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,13148,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,59,small_car,small,#FF5733,,,,,,,,,,,,,,"[""down"",""left"",""up"",""left""]",pickup_truck,16,15
1,,,,4,0,"[""down"",""left"",""left"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,7069,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,60,small_car,small,#2ca02c,,,,,,,,,,,,,,"[""down"",""left"",""left"",""up""]",pickup_truck,16,15
2,,1751817474531,[],0,0,,[],,"[""empty"",""empty"",""empty"",""empty""]",1751817546226,71695,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,1,dump_truck,medium,#33FF57,tqtm,71692,tqtm,upupright,3,3,2,1,,,1,1,second-order,"[""up"",""left"",""up"",""right""]",pickup_truck,16,15
2,,1751817546639,"[{""direction"":""up"",""keyPressed"":""e"",""time"":35304}]",0,0,,[],,"[""reward"",""empty"",""empty"",""empty""]",1751817581944,35305,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,2,medium_car,medium,#e02319,enbb,35304,enbb,up,1,1,1,0,,,0,0,second-order,"[""up"",""right"",""down"",""down""]",pickup_truck,16,15
2,,1751817582351,[],0,0,,[],,"[""empty"",""empty"",""empty"",""empty""]",1751817599877,17526,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,3,dump_truck,medium,#33C1FF,ennb,17525,ennb,leftleftdown,3,1,1,0,,,2,0,second-order,"[""up"",""right"",""right"",""down""]",pickup_truck,16,15
2,,1751817600292,[],0,0,,[],,"[""empty"",""empty"",""empty"",""empty""]",1751817643708,43416,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,4,dump_truck,medium,#dbc7f0,txbb,43415,txbb,updowndown,3,3,3,0,,,0,0,second-order,"[""up"",""left"",""down"",""down""]",pickup_truck,16,15
2,,1751817644125,[],0,0,,[],,"[""empty"",""empty"",""empty"",""empty""]",1751817697937,53812,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,5,big_car,big,#e02319,nbbq,53811,nbbq,,0,0,0,0,0,0,0,0,first-order,"[""right"",""down"",""down"",""left""]",pickup_truck,16,15
2,,1751817698344,"[{""direction"":""up"",""keyPressed"":""e"",""time"":23586}]",0,0,,[],,"[""reward"",""empty"",""empty"",""empty""]",1751817721931,23587,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,6,small_car,small,#33C1FF,enbb,23586,enbb,up,1,1,1,0,1,0,0,0,first-order,"[""up"",""left"",""down"",""down""]",pickup_truck,16,15
2,,1751817722339,"[{""direction"":""down"",""keyPressed"":""b"",""time"":39061}]",0,0,,[],,"[""empty"",""empty"",""out_of_bounds_down"",""empty""]",1751817761402,39063,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,7,pickup_truck,medium,#e02319,rmbn,39061,rmbn,down,1,1,1,0,1,0,0,0,first-order,"[""up"",""right"",""down"",""right""]",pickup_truck,16,15
2,,1751817761819,[],0,0,,[],,"[""empty"",""empty"",""empty"",""empty""]",1751817775984,14165,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,8,medium_car,medium,#33FF57,qbbm,14164,qbbm,left,1,1,0,1,,,-1,-1,second-order,"[""left"",""down"",""down"",""right""]",pickup_truck,16,15
2,,1751817776392,[],0,0,,[],,"[""empty"",""empty"",""empty"",""empty""]",1751817790328,13936,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,9,dump_truck,medium,#ad5d24,eeqx,13935,eeqx,,0,0,0,0,,,0,0,second-order,"[""up"",""left"",""up"",""right""]",pickup_truck,16,15
2,,1751817790732,"[{""direction"":""up"",""keyPressed"":""e"",""time"":30463},{""direction"":""down"",""keyPressed"":""c"",""time"":30463}]",0,0,,[],,"[""reward"",""empty"",""empty"",""empty""]",1751817821196,30464,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,10,medium_car,medium,#ad5d24,eqcq,30463,eqcq,upleftdownleft,4,4,2,2,,,-2,-2,second-order,"[""up"",""left"",""down"",""left""]",pickup_truck,16,15
2,,1751817821602,"[{""direction"":""up"",""keyPressed"":""e"",""time"":30379},{""direction"":""up"",""keyPressed"":""e"",""time"":30379},{""direction"":""down"",""keyPressed"":""c"",""time"":30379}]",0,0,,[],,"[""empty"",""obstacle"",""reward"",""obstacle""]",1751817851982,30380,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,11,medium_car,medium,#33C1FF,meec,30379,meec,upupdown,3,2,2,0,,,0,0,second-order,"[""right"",""up"",""up"",""left""]",pickup_truck,16,15
2,,1751817852385,[],0,0,,[],,"[""empty"",""empty"",""empty"",""empty""]",1751817873639,21254,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,12,big_car,big,#33FF57,bmtm,21253,bmtm,,0,0,0,0,0,0,0,0,first-order,"[""down"",""right"",""up"",""right""]",pickup_truck,16,15
2,,1751817874045,"[{""direction"":""down"",""keyPressed"":""b"",""time"":17787},{""direction"":""down"",""keyPressed"":""b"",""time"":17787}]",0,0,,[],,"[""reward"",""reward"",""empty"",""empty""]",1751817891834,17789,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,13,pickup_truck,medium,#dbc7f0,bbqq,17787,bbqq,downdown,2,2,2,0,2,0,0,0,first-order,"[""down"",""down"",""left"",""left""]",pickup_truck,16,15
2,,1751817892236,"[{""direction"":""down"",""keyPressed"":""b"",""time"":16078},{""direction"":""down"",""keyPressed"":""b"",""time"":16078}]",0,0,,[],,"[""empty"",""empty"",""empty"",""out_of_bounds_down""]",1751817908315,16079,686a98267ea25a2fa9f8158e,67eda7cef014b05ef5504c28,686a88d9a373fa0112df081c,14,pickup_truck,medium,#33FF57,enbb,16078,enbb,downdown,2,2,2,0,2,0,0,0,first-order,"[""up"",""right"",""down"",""down""]",pickup_truck,16,15
