phase,vehicle,startTime,moves,rewardsCollected,obstaclesHit,routeTaken,actions,lastValidKeyTime,hits,endTime,totalTime,sessionId,prolificId,studyId,trial,vehicleType,vehicleSize,vehicleColor,plan_seq,plan_rt_ms,raw_input_seq,translated_seq,valid_generalization,correctness_generalization,correctHL,correctLL,generalized_correctness_topdown,generalized_correctness_leftright,bias_second_order_valid,bias_second_order_correct,type_generalization,optimalRoute,dangerous_vehicle,worry,somatic_anxiety
1,,,,4,0,"[""up"",""up"",""right"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,4545,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,25,big_car,big,#FF5733,,,,,,,,,,,,,,"[""up"",""up"",""right"",""right""]",big_sedan,18,17
1,,,,4,0,"[""up"",""left"",""left"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,4307,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,26,big_car,big,#822cd1,,,,,,,,,,,,,,"[""up"",""left"",""left"",""up""]",big_sedan,18,17
1,,,,4,0,"[""left"",""left"",""down"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,5057,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,27,small_car,small,#FF99CC,,,,,,,,,,,,,,"[""left"",""left"",""down"",""right""]",big_sedan,18,17
1,,,,4,0,"[""up"",""right"",""down"",""down""]",,,"[""reward"",""reward"",""reward"",""reward""]",,4786,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,28,big_sedan,big,#822cd1,,,,,,,,,,,,,,"[""up"",""right"",""down"",""down""]",big_sedan,18,17
1,,,,4,0,"[""left"",""down"",""down"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,3929,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,29,big_car,big,#ebeb5e,,,,,,,,,,,,,,"[""left"",""down"",""down"",""right""]",big_sedan,18,17
1,,,,4,0,"[""right"",""right"",""down"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,5085,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,30,big_sedan,big,#822cd1,,,,,,,,,,,,,,"[""right"",""down"",""right"",""up""]",big_sedan,18,17
1,,,,4,0,"[""left"",""left"",""down"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,4847,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,31,small_sedan,small,#822cd1,,,,,,,,,,,,,,"[""left"",""down"",""left"",""up""]",big_sedan,18,17
1,,,,4,0,"[""left"",""down"",""down"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,4757,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,32,small_car,small,#FF5733,,,,,,,,,,,,,,"[""left"",""down"",""down"",""left""]",big_sedan,18,17
1,,,,4,0,"[""down"",""left"",""left"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,4066,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,33,small_car,small,#FF5733,,,,,,,,,,,,,,"[""down"",""left"",""left"",""up""]",big_sedan,18,17
1,,,,4,0,"[""left"",""left"",""down"",""down""]",,,"[""reward"",""reward"",""reward"",""reward""]",,4097,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,34,big_car,big,#2ca02c,,,,,,,,,,,,,,"[""left"",""left"",""down"",""down""]",big_sedan,18,17
1,,,,4,0,"[""up"",""left"",""left"",""down""]",,,"[""reward"",""reward"",""reward"",""reward""]",,6810,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,35,big_sedan,big,#822cd1,,,,,,,,,,,,,,"[""up"",""left"",""left"",""down""]",big_sedan,18,17
1,,,,4,0,"[""down"",""right"",""up"",""up"",""left"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,5853,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,36,big_sedan,big,#822cd1,,,,,,,,,,,,,,"[""right"",""up"",""left"",""left""]",big_sedan,18,17
1,,,,4,0,"[""left"",""left"",""up"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,3254,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,37,big_sedan,big,#822cd1,,,,,,,,,,,,,,"[""left"",""left"",""up"",""up""]",big_sedan,18,17
1,,,,4,0,"[""up"",""up"",""right"",""down""]",,,"[""reward"",""reward"",""reward"",""reward""]",,4996,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,38,small_sedan,small,#822cd1,,,,,,,,,,,,,,"[""up"",""right"",""up"",""left""]",big_sedan,18,17
1,,,,4,0,"[""right"",""down"",""down"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,5191,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,39,small_car,small,#FF5733,,,,,,,,,,,,,,"[""right"",""down"",""down"",""right""]",big_sedan,18,17
1,,,,4,0,"[""right"",""down"",""left"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,4008,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,40,big_car,big,#FF5733,,,,,,,,,,,,,,"[""right"",""down"",""left"",""left""]",big_sedan,18,17
1,,,,4,0,"[""up"",""up"",""right"",""down""]",,,"[""reward"",""reward"",""reward"",""reward""]",,3630,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,41,small_car,small,#822cd1,,,,,,,,,,,,,,"[""up"",""up"",""right"",""down""]",big_sedan,18,17
1,,,,4,0,"[""down"",""down"",""right"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,4713,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,42,big_car,big,#ebeb5e,,,,,,,,,,,,,,"[""down"",""down"",""right"",""up""]",big_sedan,18,17
1,,,,4,0,"[""right"",""down"",""left"",""down""]",,,"[""reward"",""reward"",""reward"",""reward""]",,4607,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,43,small_sedan,small,#822cd1,,,,,,,,,,,,,,"[""right"",""down"",""left"",""down""]",big_sedan,18,17
1,,,,4,0,"[""left"",""down"",""down"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,4621,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,44,small_sedan,small,#822cd1,,,,,,,,,,,,,,"[""left"",""down"",""down"",""right""]",big_sedan,18,17
1,,,,4,0,"[""down"",""down"",""right"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,3708,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,45,small_sedan,small,#822cd1,,,,,,,,,,,,,,"[""down"",""down"",""right"",""up""]",big_sedan,18,17
1,,,,4,0,"[""up"",""left"",""down"",""down""]",,,"[""reward"",""reward"",""reward"",""reward""]",,3840,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,46,big_car,big,#822cd1,,,,,,,,,,,,,,"[""up"",""left"",""down"",""down""]",big_sedan,18,17
1,,,,4,0,"[""up"",""right"",""right"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,4441,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,47,small_sedan,small,#822cd1,,,,,,,,,,,,,,"[""up"",""right"",""right"",""up""]",big_sedan,18,17
1,,,,4,0,"[""left"",""left"",""up"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,7261,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,48,big_car,big,#FF99CC,,,,,,,,,,,,,,"[""left"",""left"",""up"",""up""]",big_sedan,18,17
1,,,,4,0,"[""right"",""down"",""down"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,4218,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,49,small_sedan,small,#822cd1,,,,,,,,,,,,,,"[""right"",""down"",""down"",""left""]",big_sedan,18,17
1,,,,4,0,"[""down"",""right"",""down"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,5790,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,50,big_car,big,#ebeb5e,,,,,,,,,,,,,,"[""down"",""right"",""down"",""right""]",big_sedan,18,17
1,,,,4,0,"[""down"",""down"",""left"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,5252,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,51,small_car,small,#2ca02c,,,,,,,,,,,,,,"[""down"",""down"",""left"",""left""]",big_sedan,18,17
1,,,,4,0,"[""left"",""down"",""down"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,6198,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,52,big_car,big,#2ca02c,,,,,,,,,,,,,,"[""left"",""down"",""down"",""right""]",big_sedan,18,17
1,,,,4,0,"[""down"",""down"",""right"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,4080,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,53,small_sedan,small,#822cd1,,,,,,,,,,,,,,"[""down"",""down"",""right"",""right""]",big_sedan,18,17
1,,,,4,0,"[""right"",""up"",""up"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,3962,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,54,big_car,big,#FF5733,,,,,,,,,,,,,,"[""right"",""up"",""up"",""left""]",big_sedan,18,17
1,,,,4,0,"[""down"",""left"",""left"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,4471,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,55,small_car,small,#822cd1,,,,,,,,,,,,,,"[""down"",""left"",""left"",""up""]",big_sedan,18,17
1,,,,4,0,"[""right"",""right"",""up"",""left""]",,,"[""reward"",""reward"",""reward"",""reward""]",,4650,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,56,big_car,big,#FF99CC,,,,,,,,,,,,,,"[""right"",""up"",""right"",""down""]",big_sedan,18,17
1,,,,4,0,"[""left"",""down"",""right"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,6466,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,57,big_sedan,big,#822cd1,,,,,,,,,,,,,,"[""left"",""down"",""right"",""right""]",big_sedan,18,17
1,,,,4,0,"[""down"",""right"",""right"",""up""]",,,"[""reward"",""reward"",""reward"",""reward""]",,3453,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,58,big_car,big,#2ca02c,,,,,,,,,,,,,,"[""down"",""right"",""right"",""up""]",big_sedan,18,17
1,,,,4,0,"[""left"",""up"",""up"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,3945,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,59,small_car,small,#FF99CC,,,,,,,,,,,,,,"[""left"",""up"",""up"",""right""]",big_sedan,18,17
1,,,,4,0,"[""left"",""left"",""down"",""right""]",,,"[""reward"",""reward"",""reward"",""reward""]",,5147,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,60,small_sedan,small,#822cd1,,,,,,,,,,,,,,"[""left"",""down"",""left"",""up""]",big_sedan,18,17
2,,1.75199E+12,"[{""direction"":""up"",""keyPressed"":""w"",""time"":15990},{""direction"":""left"",""keyPressed"":""a"",""time"":15990},{""direction"":""left"",""keyPressed"":""a"",""time"":15990},{""direction"":""down"",""keyPressed"":""x"",""time"":15990}]",0,0,,[],,"[""reward"",""reward"",""reward"",""reward""]",1.75199E+12,15991,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,1,small_car,small,#dbc7f0,waax,15990,waax,upleftleftdown,4,4,2,2,2,2,0,0,first-order,"[""up"",""left"",""left"",""down""]",big_sedan,18,17
2,,1.75199E+12,[],0,0,,[],,"[""empty"",""empty"",""empty"",""empty""]",1.75199E+12,7174,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,2,medium_sedan,medium,#822cd1,wwax,7173,wwax,,0,0,0,0,,,0,0,second-order,"[""up"",""left"",""up"",""right""]",big_sedan,18,17
2,,1.75199E+12,[],0,0,,[],,"[""empty"",""empty"",""empty"",""empty""]",1.75199E+12,4878,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,3,medium_sedan,medium,#822cd1,waxx,4877,waxx,,0,0,0,0,,,0,0,second-order,"[""up"",""left"",""down"",""down""]",big_sedan,18,17
2,,1.75199E+12,[],0,0,,[],,"[""empty"",""empty"",""empty"",""empty""]",1.75199E+12,5204,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,4,medium_car,medium,#e02319,dwwa,5203,dwwa,rightupupleft,4,4,2,2,,,-4,-4,second-order,"[""right"",""up"",""up"",""left""]",big_sedan,18,17
2,,1.75199E+12,[],0,0,,[],,"[""empty"",""empty"",""empty"",""empty""]",1.75199E+12,4788,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,5,medium_sedan,medium,#822cd1,xaaw,4787,xaaw,,0,0,0,0,,,0,0,second-order,"[""down"",""left"",""left"",""up""]",big_sedan,18,17
2,,1.75199E+12,[],0,0,,[],,"[""empty"",""empty"",""empty"",""empty""]",1.75199E+12,8404,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,6,medium_car,medium,#2c0eb5,wwdx,8403,wwdx,upuprightdown,4,4,3,1,,,-4,-4,second-order,"[""up"",""up"",""right"",""down""]",big_sedan,18,17
2,,1.75199E+12,[],0,0,,[],,"[""empty"",""empty"",""empty"",""empty""]",1.75199E+12,4619,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,7,big_car,big,#e02319,xdwd,4618,xdwd,,0,0,0,0,0,0,0,0,first-order,"[""down"",""right"",""up"",""right""]",big_sedan,18,17
2,,1.75199E+12,[],0,0,,[],,"[""empty"",""empty"",""empty"",""empty""]",1.75199E+12,3589,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,8,small_sedan,small,#822cd1,dwwa,3588,dwwa,,0,0,0,0,0,0,0,0,first-order,"[""right"",""up"",""up"",""left""]",big_sedan,18,17
2,,1.75199E+12,[],0,0,,[],,"[""empty"",""empty"",""empty"",""empty""]",1.75199E+12,4334,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,9,big_sedan,big,#822cd1,wdxx,4333,wdxx,,0,0,0,0,0,0,0,0,first-order,"[""up"",""right"",""down"",""down""]",big_sedan,18,17
2,,1.75199E+12,[],0,0,,[],,"[""empty"",""empty"",""empty"",""empty""]",1.75199E+12,2960,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,10,big_sedan,big,#822cd1,xxaa,2959,xxaa,,0,0,0,0,0,0,0,0,first-order,"[""down"",""down"",""left"",""left""]",big_sedan,18,17
2,,1.75199E+12,"[{""direction"":""up"",""keyPressed"":""w"",""time"":2996},{""direction"":""left"",""keyPressed"":""a"",""time"":2996},{""direction"":""down"",""keyPressed"":""x"",""time"":2996},{""direction"":""down"",""keyPressed"":""x"",""time"":2996}]",0,0,,[],,"[""reward"",""reward"",""reward"",""reward""]",1.75199E+12,2997,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,11,small_car,small,#33C1FF,waxx,2996,waxx,upleftdowndown,4,4,3,1,3,1,0,0,first-order,"[""up"",""left"",""down"",""down""]",big_sedan,18,17
2,,1.75199E+12,[],0,0,,[],,"[""empty"",""empty"",""empty"",""empty""]",1.75199E+12,3151,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,12,medium_car,medium,#dbc7f0,waxa,3150,waxa,upleftdownleft,4,4,2,2,,,-4,-4,second-order,"[""up"",""left"",""down"",""left""]",big_sedan,18,17
2,,1.75199E+12,[],0,0,,[],,"[""empty"",""empty"",""empty"",""empty""]",1.75199E+12,5316,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,13,big_sedan,big,#822cd1,wdxd,5315,wdxd,,0,0,0,0,0,0,0,0,first-order,"[""up"",""right"",""down"",""right""]",big_sedan,18,17
2,,1.75199E+12,[],0,0,,[],,"[""empty"",""empty"",""empty"",""empty""]",1.75199E+12,3026,686d436ff6e46d7e2175abc1,5b90635a877eab0001d7ba9e,686d429798a6ab910e8e7a41,14,medium_car,medium,#33C1FF,wdxx,3025,wdxx,uprightdowndown,4,4,3,1,,,-4,-4,second-order,"[""up"",""right"",""down"",""down""]",big_sedan,18,17
